HOLEID,PROJECTCODE,SAMPLENO,FROM,TO,MidEast,MidNorth,MidRL,SAMPLETYPE,PRIORITY,Au_ppb,Zn_pct
16DD02,Atamai,AA803848,657.5,660,113389.5224,2186639.08,686.6927286,QuarterCore,1,183,0.289
16DD02,Atamai,AA803837,682.5,685,113389.9689,2186639.342,661.6980894,QuarterCore,1,204,0.217
16DD02,Atamai,AA803827,705,707.5,113390.3948,2186639.572,639.203298,QuarterCore,1,183,0.255
16DD02,Atamai,AA803823,712.5,715,113390.5419,2186639.647,631.705119,QuarterCore,1,137,0.205
16DD02,Atamai,AA803807,750,752.5,113391.3163,2186640.01,594.2148835,QuarterCore,1,45,0.0859
16DD02,Atamai,AA803793,772.5,775,113391.8128,2186640.216,571.7213069,QuarterCore,1,182,0.277
16DD02,Atamai,AA803791,777.5,780,113391.926,2186640.261,566.7227868,QuarterCore,1,228,0.358
16DD02,Atamai,AA803789,782.5,785,113392.0409,2186640.305,561.7242996,QuarterCore,1,211,0.329
16DD02,Atamai,AA803781,797.5,800,113392.3915,2186640.433,546.7289496,QuarterCore,1,226,0.378
16DD02,Atamai,AA803765,832.5,835,113393.2514,2186640.712,511.7406268,QuarterCore,1,312,0.556
16DD02,Atamai,AA806508,875,877.5,113394.3715,2186641.005,469.2564112,QuarterCore,1,173,0.3
16DD02,Atamai,AA806541,945.16,947.66,113395.9442,2186641.677,399.1180981,QuarterCore,1,355,0.757
16DD02,Atamai,AA806557,975.21,975.65,113396.4009,2186641.831,370.1021706,QuarterCore,1,348,0.632
16DD02,Atamai,AA806562,983.55,985.8,113396.5255,2186641.849,360.8580327,QuarterCore,1,342,0.743
16DD02,Atamai,AA806569,1000.8,1003.71,113396.7538,2186641.863,343.2796557,QuarterCore,1,226,0.449
16DD02,Atamai,AA806580,1022.5,1025,113397.2397,2186642.25,321.7939214,QuarterCore,1,225,0.462
16DD02,Atamai,AA806581,1025,1027.5,113397.2957,2186642.303,319.2951183,QuarterCore,1,231,0.438
16DD02,Atamai,AA806591,1043.5,1046,113397.6644,2186642.687,300.8028042,QuarterCore,1,177,0.438
16DD02,Atamai,AA806608,1081.04,1083.5,113398.2036,2186643.356,263.2927529,QuarterCore,1,218,0.581
16DD02,Atamai,AA806639,1147.04,1149.54,113398.8034,2186643.912,197.2783798,QuarterCore,1,266,0.597
16DD02,Atamai,AA806654,1179.54,1182.04,113399.1301,2186643.848,164.7802287,QuarterCore,1,301,0.437
12DD03,Atamai,AA804669,65,67.5,113011,2186567,1399.93,QuarterCore,1,36,0.0179
12DD03,Atamai,AA804687,105,107.5,113011,2186567,1359.93,QuarterCore,1,27,0.0203
12DD03,Atamai,AA804690,112.5,114.6,113011,2186567,1352.63,QuarterCore,1,29,0.0185
12DD03,Atamai,AA804701,135,137.5,113011,2186567,1329.93,QuarterCore,1,40,0.011
12DD03,Atamai,AA804708,152.5,155,113011,2186567,1312.43,QuarterCore,1,35,0.0206
12DD03,Atamai,AA804744,232.5,235,113011,2186567,1232.43,QuarterCore,1,14,0.0031
12DD03,Atamai,AA804757,260,262.5,113011,2186567,1204.93,QuarterCore,1,47,0.0073
12DD03,Atamai,AA804792,340,342.5,113011,2186567,1124.93,QuarterCore,1,27,0.0082
12DD03,Atamai,AA804803,360,362.5,113011,2186567,1104.93,QuarterCore,1,29,0.037
12DD03,Atamai,AA804811,380,383,113011,2186567,1084.68,QuarterCore,1,17,0.0088
12DD03,Atamai,AA804834,432.5,434.3,113011,2186567,1032.78,QuarterCore,1,79,0.086
12DD03,Atamai,AA804846,458.24,460,113011,2186567,1007.06,QuarterCore,1,100,0.0674
12DD03,Atamai,AA804852,472.5,475,113011,2186567,992.43,QuarterCore,1,58,0.0541
12DD03,Atamai,AA804869,507.1,510,113011,2186567,957.63,QuarterCore,1,98,0.109
12DD03,Atamai,AA804882,537.5,540,113011,2186567,927.43,QuarterCore,1,38,0.021
12DD03,Atamai,AA804886,548.2,550.7,113011,2186567,916.73,QuarterCore,1,0.5,0.0027
12DD03,Atamai,AA804887,550.7,553.2,113011,2186567,914.23,QuarterCore,1,0.5,0.0035
12DD03,Atamai,AA804891,560.7,561.7,113011,2186567,904.98,QuarterCore,1,0.5,0.0054
12DD03,Atamai,AA804907,592.5,595,113011,2186567,872.43,QuarterCore,1,9,0.0034
12DD03,Atamai,AA804912,605,607.5,113011,2186567,859.93,QuarterCore,1,18,0.0253
12DD03,Atamai,AA804927,640,642.5,113011,2186567,824.93,QuarterCore,1,14,0.0207
12DD04,Atamai,AA806658,27.43,29.22,113389.5445,2186859.206,1390.473231,QuarterCore,1,73,0.0118
12DD04,Atamai,AA806662,36,38.5,113391.1337,2186860.214,1381.74892,QuarterCore,1,66,0.0057
12DD04,Atamai,AA806668,51,53.5,113393.7847,2186861.882,1367.079524,QuarterCore,1,70,0.0097
12DD04,Atamai,AA806671,58.5,61,113395.102,2186862.705,1359.742127,QuarterCore,1,143,0.0478
12DD04,Atamai,AA806672,61,63.5,113395.5388,2186862.976,1357.295581,QuarterCore,1,119,0.0558
12DD04,Atamai,AA806677,71.63,74.13,113397.3911,2186864.123,1346.891262,QuarterCore,1,101,0.0663
12DD04,Atamai,AA806680,74.13,76.63,113397.825,2186864.391,1344.443798,QuarterCore,1,98,0.0307
12DD04,Atamai,AA806691,102.7,105.2,113402.7961,2186867.308,1316.463052,QuarterCore,1,59,0.0565
12DD04,Atamai,AA806703,126.7,128.2,113407.0301,2186869.324,1293.438138,QuarterCore,1,50,0.009
12DD04,Atamai,AA806706,133.2,135.7,113408.2681,2186870.006,1286.582635,QuarterCore,1,43,0.0165
12DD04,Atamai,AA806725,171.7,174.15,113415.6341,2186872.906,1248.932147,QuarterCore,1,16,0.0856
12DD04,Atamai,AA806733,190.01,191.68,113419.0202,2186874.572,1231.414916,QuarterCore,1,80,0.0138
12DD04,Atamai,AA806734,191.68,193.76,113419.379,2186874.744,1229.582681,QuarterCore,1,115,0.0219
12DD04,Atamai,AA806748,217.77,219.43,113424.4833,2186876.601,1204.280163,QuarterCore,1,25,0.0028
12DD04,Atamai,AA806767,254.61,257.11,113431.7627,2186879.337,1167.843654,QuarterCore,1,58,0.0138
12DD04,Atamai,AA806775,272.89,275.39,113435.3183,2186880.769,1149.971099,QuarterCore,1,82,0.0412
12DD04,Atamai,AA806788,297.05,299.55,113440.0154,2186882.715,1126.35335,QuarterCore,1,148,1.12
12DD04,Atamai,AA806815,356.56,359.06,113451.8236,2186886.895,1068.183997,QuarterCore,1,49,0.0241
12DD04,Atamai,AA806820,364.06,366.56,113453.381,2186887.236,1060.855591,QuarterCore,1,50,0.0098
12DD04,Atamai,AA806826,379.06,381.56,113456.4046,2186888.184,1046.194886,QuarterCore,1,68,0.0177
12DD04,Atamai,AA806828,383.65,385.75,113457.2751,2186888.484,1041.902555,QuarterCore,1,54,0.0208
12DD04,Atamai,AA806848,430.26,433.26,113466.742,2186890.968,995.8733105,QuarterCore,1,115,0.0229
12DD04,Atamai,AA806865,479.54,482,113476.8121,2186892.673,947.9450749,QuarterCore,1,62,0.075
12DD04,Atamai,AA806879,510.5,513.5,113483.2801,2186893.641,917.4114223,QuarterCore,1,7,0.0009
12DD04,Atamai,AA806895,546.75,550.26,113490.8298,2186895.087,881.730245,QuarterCore,1,75,0.0531
12DD04,Atamai,AA806907,577.85,580.55,113497.1363,2186896.314,851.7213598,QuarterCore,1,127,0.117
12DD04,Atamai,AA806936,635.36,636.8,113508.8694,2186897.937,796.0916351,QuarterCore,1,52,0.1
12DD04,Atamai,AA806937,636.8,639.8,113509.3325,2186897.977,793.9208482,QuarterCore,1,128,0.109
12DD04,Atamai,AA806970,706.81,709.31,113523.7088,2186900.164,725.6971833,QuarterCore,1,24,0.0335
12DD04,Atamai,AA806973,715.31,718.31,113525.4814,2186900.457,717.1336579,QuarterCore,1,21,0.0133
12DD04,Atamai,AA806974,718.31,721.31,113526.0899,2186900.557,714.1977182,QuarterCore,1,17,0.012
12DD04,Atamai,AA806975,721.31,724.31,113526.6991,2186900.657,711.2619045,QuarterCore,1,22,0.0123
12DD04,Atamai,AA806980,734.37,736.74,113529.2913,2186901.137,698.7926002,QuarterCore,1,27,0.0306
12DD04,Atamai,AA806987,750.33,753.33,113532.6441,2186901.421,682.8704504,QuarterCore,1,27,0.0158
12DD04,Atamai,AA806990,753.33,756.33,113533.2513,2186901.511,679.9339304,QuarterCore,1,40,0.0292
12DD04,Atamai,AA806996,770.75,771.55,113536.5746,2186902.206,663.9727588,QuarterCore,1,25,0.0485
12DD04,Atamai,AA807000,777.93,781.11,113538.3355,2186902.355,655.791432,QuarterCore,1,31,0.0471
12DD04,Atamai,AA807010,796.23,799.23,113542.1426,2186902.58,637.9854988,QuarterCore,1,24,0.016
12DD04,Atamai,AA807013,804.25,807.36,113543.8136,2186902.64,630.0854948,QuarterCore,1,35,0.0212
12DD04,Atamai,AA807015,810,812.5,113544.9403,2186902.68,624.7584952,QuarterCore,1,48,0.0318
07DDH0005,Atamai,AA807043,98.86,101.86,113493.15,2186446.201,1327.948143,QuarterCore,1,0.5,0.0042
07DDH0005,Atamai,AA807045,104.86,106.82,113493.15,2186446.426,1322.472759,QuarterCore,1,0.5,0.0037
07DDH0005,Atamai,AA807074,171.1,173.05,113493.4028,2186448.799,1256.281865,QuarterCore,1,14,0.0149
07DDH0005,Atamai,AA807075,173.05,175,113493.4285,2186448.869,1254.333316,QuarterCore,1,12,0.0108
07DDH0005,Atamai,AA807085,186.9,189.79,113493.5489,2186449.269,1240.019776,QuarterCore,1,0.5,0.0051
07DDH0005,Atamai,AA807088,193.76,196.76,113493.5575,2186449.393,1233.105896,QuarterCore,1,17,0.011
07DDH0005,Atamai,AA807104,231.54,234.47,113493.6081,2186449.964,1195.365829,QuarterCore,1,34,0.0037
07DDH0005,Atamai,AA807115,266.04,269.04,113493.5899,2186450.467,1160.835094,QuarterCore,1,0.5,0.0015
07DDH0005,Atamai,AA807124,281.4,283.75,113493.5372,2186450.661,1145.801536,QuarterCore,1,0.5,0.0049
07DDH0005,Atamai,AA807144,330.08,333.08,113493.3022,2186451.514,1096.805103,QuarterCore,1,0.5,0.279
07DDH0005,Atamai,AA807147,339.08,342.08,113493.3198,2186451.637,1087.805977,QuarterCore,1,0.5,0.015
07DDH0005,Atamai,AA807153,357.08,360.08,113493.3621,2186451.846,1069.807269,QuarterCore,1,24,0.0259
07DDH0005,Atamai,AA807187,433.42,436.42,113493.3375,2186453.112,993.478349,QuarterCore,1,32,0.0571
07DDH0005,Atamai,AA807193,444.42,445.82,113493.3267,2186453.312,983.2803234,QuarterCore,1,20,0.0329
07DDH0005,Atamai,AA807207,474.96,477.46,113493.3098,2186453.893,952.1958552,QuarterCore,1,46,0.0504
07DDH0005,Atamai,AA807234,519.65,522.15,113493.3418,2186454.655,907.5125321,QuarterCore,1,73,0.084
07DDH0005,Atamai,AA807242,535.65,536.86,113493.2455,2186454.919,892.1601181,QuarterCore,1,19,0.0367
07DDH0005,Atamai,AA807286,617.48,619.98,113493.0558,2186456.408,809.6995192,QuarterCore,1,57,0.0984
07DDH0005,Atamai,AA807304,651.6,654.1,113493.0005,2186457.268,775.5905489,QuarterCore,1,12,0.0302
07DDH0005,Atamai,AA807319,688.74,689.61,113493.0477,2186458.367,739.2822796,QuarterCore,1,13,0.007
07DDH0005,Atamai,AA807329,705.17,707.67,113493.1068,2186458.929,722.0465421,QuarterCore,1,21,0.0391
07DDH0005,Atamai,AA807330,707.67,710.17,113493.1182,2186459.01,719.5478843,QuarterCore,1,21,0.0483
07DDH0005,Atamai,AA807336,724,726.5,113493.1845,2186459.555,703.227248,QuarterCore,1,51,0.0529
07DDH0005,Atamai,AA807345,741.5,744,113493.3408,2186460.1,685.7364275,QuarterCore,1,48,0.0813
07DDH0005,Atamai,AA807359,776.33,779.17,113493.5733,2186461.19,650.7543629,QuarterCore,1,72,0.15
07DDH0005,Atamai,AA807366,789.75,790.6,113493.6046,2186461.571,638.3352492,QuarterCore,1,47,0.0915
07DDH0005,Atamai,AA807382,820,822.5,113493.7749,2186462.504,607.2749642,QuarterCore,1,59,0.089
07DDH0005,Atamai,AA807393,847.5,850,113493.9109,2186463.298,579.7868956,QuarterCore,1,45,0.0811
07DDH0005,Atamai,AA807395,852.5,855,113493.9429,2186463.451,574.7893502,QuarterCore,1,34,0.0786
07DDH0005,Atamai,AA807399,862.5,865,113494.0162,2186463.765,564.7945784,QuarterCore,1,64,0.0864
07DDH0005,Atamai,AA807406,879,881.5,113494.1022,2186464.291,548.3032354,QuarterCore,1,50,0.0919
08DDH0006,Atamai,40011401,3,5.5,113182.12,2186720.72,1353.99,QuarterCore,1,19,0.0039
08DDH0006,Atamai,40011413,27.18,29.68,113182.12,2186720.72,1329.81,QuarterCore,1,43,0.0207
08DDH0006,Atamai,40011421,42,44.26,113182.12,2186720.72,1315.11,QuarterCore,1,45,0.0444
08DDH0006,Atamai,40011427,56.76,59.26,113182.12,2186720.72,1300.23,QuarterCore,1,30,0.0094
08DDH0006,Atamai,40011459,126,131,113182.12,2186720.72,1229.74,QuarterCore,1,5,0.0026
08DDH0006,Atamai,40011497,243.42,247.63,113182.12,2186720.72,1112.715,QuarterCore,1,17,0.0037
08DDH0006,Atamai,40011501,252.82,256.58,113182.12,2186720.72,1103.54,QuarterCore,1,11,0.0101
08DDH0006,Atamai,40011506,275.24,280.24,113182.12,2186720.72,1080.5,QuarterCore,1,29,0.0028
08DDH0006,Atamai,40011513,294.6,297.1,113182.12,2186720.72,1062.39,QuarterCore,1,16,0.003
08DDH0006,Atamai,40011534,358.39,360.64,113182.12,2186720.72,998.725,QuarterCore,1,31,0.0094
08DDH0006,Atamai,40011538,375.64,378.39,113182.12,2186720.72,981.225,QuarterCore,1,10,0.0026
08DDH0006,Atamai,40011544,396.59,401.59,113182.12,2186720.72,959.15,QuarterCore,1,38,0.0084
08DDH0006,Atamai,40011547,411.59,414.2,113182.12,2186720.72,945.345,QuarterCore,1,50,0.0094
08DDH0006,Atamai,40011554,435.28,440.28,113182.12,2186720.72,920.46,QuarterCore,1,13,0.0061
08DDH0006,Atamai,40011561,463.08,467.26,113182.12,2186720.72,893.07,QuarterCore,1,16,0.006
08DDH0007,Atamai,40011569,16.2,23.2,113382.0745,2186636.608,1326.122455,QuarterCore,1,55,0.0145
08DDH0007,Atamai,40011602,133.52,136.13,113361.6463,2186648.667,1213.468042,QuarterCore,1,78,0.0853
08DDH0007,Atamai,40011606,143.5,146,113359.8897,2186649.713,1203.755838,QuarterCore,1,39,0.032
08DDH0007,Atamai,40011615,163.5,166,113356.3482,2186651.821,1184.185085,QuarterCore,1,19,0.0236
08DDH0007,Atamai,40011621,176,178.5,113354.1377,2186653.143,1171.953338,QuarterCore,1,44,0.0478
08DDH0007,Atamai,40011623,181,183.5,113353.2528,2186653.673,1167.060906,QuarterCore,1,64,0.0707
08DDH0007,Atamai,40011639,221.5,223,113346.1735,2186657.9,1127.919929,QuarterCore,1,103,0.136
08DDH0007,Atamai,40011664,318,323,113328.7897,2186668.281,1031.77893,QuarterCore,1,78,0.0584
08DDH0007,Atamai,40011707,436,438.5,113308.136,2186680.617,917.5343173,QuarterCore,1,68,0.0393
08DDH0007,Atamai,40011734,520,522.5,113293.2633,2186689.473,835.3372218,QuarterCore,1,40,0.0566
08DDH0007,Atamai,40011772,603,605.5,113278.5226,2186698.226,754.1270083,QuarterCore,1,44,0.0279
08DDH0007,Atamai,40011774,608,610.5,113277.6319,2186698.751,749.235044,QuarterCore,1,46,0.0465
08DDH0007,Atamai,40011793,650,652.3,113270.1446,2186703.161,708.2459859,QuarterCore,1,47,0.0594
08DDH0007,Atamai,40011798,664.54,669.36,113267.3088,2186704.824,692.7917874,QuarterCore,1,63,0.0817
08DDH0007,Atamai,40011824,726,728.5,113256.4601,2186711.239,633.823614,QuarterCore,1,79,0.0796
08DDH0007,Atamai,40011836,778.5,783.5,113246.852,2186717.043,581.2588515,QuarterCore,1,59,0.0536
08DDH0007,Atamai,40011840,798.5,803.5,113243.2469,2186719.183,561.7032068,QuarterCore,1,42,0.0315
08DDH0007,Atamai,40011862,858.5,861,113232.5109,2186725.351,504.2727825,QuarterCore,1,25,0.0137
08DDH0007,Atamai,40011864,863.5,866,113231.5868,2186725.867,499.3861039,QuarterCore,1,32,0.0167
08DDH0007,Atamai,40011866,868.5,871,113230.6619,2186726.382,494.4995013,QuarterCore,1,60,0.0781
08DDH0007,Atamai,40011876,891,893.5,113226.4784,2186728.683,472.5118915,QuarterCore,1,49,0.0787
08DDH0007,Atamai,40011877,893.5,896,113226.0116,2186728.937,470.0690178,QuarterCore,1,26,0.0669
08DDH0007,Atamai,40011885,912.5,915.71,113222.3859,2186730.892,451.1574349,QuarterCore,1,33,0.0338
08DDH0007,Atamai,40011887,918.92,922.14,113221.1772,2186731.536,444.8801257,QuarterCore,1,21,0.0104
08DDH0007,Atamai,40011888,922.14,924.82,113220.6209,2186731.831,441.9980691,QuarterCore,1,35,0.0293
08DDH0007,Atamai,40011893,935,940,113217.9723,2186733.226,428.3014439,QuarterCore,1,11,0.0049
08DDH0007,Atamai,40011898,950,952.5,113215.363,2186734.584,414.8697339,QuarterCore,1,68,0.0606
08DDH0007,Atamai,40011903,960,962.5,113213.458,2186735.564,405.1019367,QuarterCore,1,5,0.009
08DDH0007,Atamai,40011921,1000,1002.5,113205.7781,2186739.427,366.0366169,QuarterCore,1,17,0.0253
08DDH0007,Atamai,40011928,1017.5,1020,113202.3883,2186741.086,348.9484689,QuarterCore,1,17,0.008
08DDH0007,Atamai,40011938,1040,1042.5,113198.0037,2186743.193,326.9805876,QuarterCore,1,26,0.0336
08DDH0007,Atamai,40011949,1065,1067.5,113193.097,2186745.496,302.5752626,QuarterCore,1,22,0.0271
08DDH0007,Atamai,40011959,1087.5,1090,113188.651,2186747.536,280.6134327,QuarterCore,1,24,0.0501
08DDH0007,Atamai,40011964,1097.5,1100,113186.6655,2186748.432,270.8535499,QuarterCore,1,19,0.0309
08DDH0007,Atamai,40011968,1107.5,1110,113184.6744,2186749.321,261.0942269,QuarterCore,1,17,0.0198
08DDH0007,Atamai,40011985,1145,1147.5,113177.1576,2186752.598,224.5017485,QuarterCore,1,17,0.0763
08DDH0007,Atamai,40012014,1210,1212.5,113163.9464,2186758.054,161.0929266,QuarterCore,1,12,0.039
08DDH0007,Atamai,40012019,1222.5,1225,113161.3794,2186759.07,148.9015724,QuarterCore,1,11,0.0476
08DDH0007,Atamai,40012032,1250,1252.5,113155.7038,2186761.266,122.0834073,QuarterCore,1,26,0.117
08DDH0007,Atamai,40012054,1300,1302.5,113145.2826,2186765.123,73.33384125,QuarterCore,1,30,0.103
17DD0008,CU_CLIFF,40231019,31,32.5,113925.5444,2186751.327,1361.632558,QuarterCore,1,0.5,0.0032
17DD0008,CU_CLIFF,40231021,32.5,34,113925.235,2186751.259,1360.166411,QuarterCore,1,0.5,0.001
17DD0008,CU_CLIFF,40231036,52,53.5,113921.1735,2186750.383,1341.114257,QuarterCore,1,0.5,0.0023
17DD0008,CU_CLIFF,40231042,59.5,61,113919.6221,2186750.008,1333.786104,QuarterCore,1,0.5,0.0016
17DD0008,CU_CLIFF,40231064,87,88.5,113914.0406,2186748.477,1306.902657,QuarterCore,1,0.5,0.0025
17DD0008,CU_CLIFF,40231072,95,96.5,113912.4058,2186748.037,1299.083821,QuarterCore,1,10,0.0022
17DD0008,CU_CLIFF,40231141,182.5,184,113894.7329,2186743.015,1213.535766,QuarterCore,1,6,0.002
17DD0008,CU_CLIFF,40231178,228.25,230.08,113885.3333,2186740.568,1168.661059,QuarterCore,1,7,0.002
17DD0008,CU_CLIFF,40231179,230.08,231.25,113885.0254,2186740.487,1167.195192,QuarterCore,1,34,0.006
17DD0008,CU_CLIFF,40231212,270,271.12,113877.0045,2186738.384,1128.176865,QuarterCore,1,9,0.0041
17DD0008,CU_CLIFF,40231227,289.5,291,113872.9976,2186737.639,1108.915296,QuarterCore,1,8,0.0085
17DD0008,CU_CLIFF,40231231,294.25,295.75,113872.0092,2186737.482,1104.271916,QuarterCore,1,12,0.042
17DD0008,CU_CLIFF,40231233,297.5,299.15,113871.3179,2186737.366,1101.021651,QuarterCore,1,10,0.0273
17DD0008,CU_CLIFF,40231239,306.5,308,113869.4527,2186737.123,1092.297338,QuarterCore,1,19,0.0265
17DD0008,CU_CLIFF,40231241,308,309.5,113869.1397,2186737.093,1090.830668,QuarterCore,1,21,0.0184
17DD0008,CU_CLIFF,40231242,309.5,311,113868.8268,2186737.062,1089.363984,QuarterCore,1,35,0.0301
17DD0008,CU_CLIFF,40231261,333.5,335,113863.8845,2186736.381,1065.889444,QuarterCore,1,9,0.00187
17DD0008,CU_CLIFF,40231271,346.5,348,113861.2169,2186735.876,1053.176161,QuarterCore,1,11,0.0106
17DD0008,CU_CLIFF,40231303,389.1,390.82,113852.4652,2186734.207,1011.40648,QuarterCore,1,31,0.0317
17DD0008,CU_CLIFF,40231313,402,403.5,113849.9118,2186733.767,998.8823659,QuarterCore,1,22,0.01215
17DD0008,CU_CLIFF,40231317,408,409.5,113848.7564,2186733.416,993.005165,QuarterCore,1,16,0.00479
17DD0008,CU_CLIFF,40231319,411,412.5,113848.162,2186733.275,990.0681221,QuarterCore,1,13,0.0206
17DD0008,CU_CLIFF,40231327,420,421.5,113846.3585,2186732.916,981.2580784,QuarterCore,1,12,0.00253
17DD0008,CU_CLIFF,40231369,473.5,475,113835.8753,2186731.116,928.8274606,QuarterCore,1,66,0.22
17DD0008,CU_CLIFF,40231377,483.5,485,113833.9517,2186730.774,919.0202,QuarterCore,1,34,0.0241
17DD0008,CU_CLIFF,40231391,500.5,502,113830.7339,2186730.034,902.3442661,QuarterCore,1,11,0.00803
17DD0008,CU_CLIFF,40231395,506.5,508,113829.5781,2186729.863,896.4592175,QuarterCore,1,9,0.00728
17DD0008,CU_CLIFF,40231396,508,509.3,113829.3083,2186729.822,895.086103,QuarterCore,1,9,0.00549
17DD0008,CU_CLIFF,40231418,536.5,538,113823.8819,2186728.668,867.0309789,QuarterCore,1,11,0.01375
17DD0008,CU_CLIFF,40231421,539.5,541,113823.3418,2186728.452,864.0880133,QuarterCore,1,7,0.0136
17DD0008,CU_CLIFF,40231433,554.84,556.5,113820.6425,2186727.379,848.9457513,QuarterCore,1,9,0.00405
17DD0008,CU_CLIFF,40231444,570,571.5,113817.838,2186726.659,834.1464326,QuarterCore,1,25,0.01845
17DD0008,CU_CLIFF,40231494,642,644,113805.0223,2186723.304,763.1251622,QuarterCore,1,22,0.0571
17DD0008,CU_CLIFF,40231523,681.66,683,113798.2553,2186721.634,724.4182264,QuarterCore,1,22,0.0151
17DD0008,CU_CLIFF,40231527,687,689,113797.2957,2186721.349,718.8372798,QuarterCore,1,15,0.0299
17DD0008,CU_CLIFF,40231536,699,700.5,113795.3295,2186720.81,707.2655602,QuarterCore,1,6,0.0433
17DD0008,CU_CLIFF,40231546,709.5,710.72,113793.612,2186720.341,697.0596919,QuarterCore,1,16,0.0294
17DD0008,CU_CLIFF,40231568,739,741,113788.6864,2186718.974,667.6104008,QuarterCore,1,34,0.0142
17DD0008,CU_CLIFF,40231571,743.09,745,113788.023,2186718.795,663.6241932,QuarterCore,1,6,0.0067
17DD0008,CU_CLIFF,40231572,745,746,113787.7847,2186718.731,662.1902625,QuarterCore,1,0.5,0.0044
17DD0008,CU_CLIFF,40231584,763,765,113784.7638,2186717.987,643.9538699,QuarterCore,1,17,0.002
17DD0008,CU_CLIFF,40231591,772,774,113783.2661,2186717.674,635.0848847,QuarterCore,1,29,0.0187
17DD0008,CU_CLIFF,40231595,780,782,113781.9358,2186717.394,627.2012479,QuarterCore,1,30,0.0157
17DD0008,CU_CLIFF,40231596,782,784,113781.6052,2186717.337,625.2296175,QuarterCore,1,23,0.0147
17DD0008,CU_CLIFF,40231604,795,796,113779.5496,2186716.984,612.9049659,QuarterCore,1,47,0.0279
17DD0008,CU_CLIFF,40231622,821.5,823.5,113775.1067,2186716.159,586.2859493,QuarterCore,1,10,0.0075
17DD0008,CU_CLIFF,40231639,848,849.27,113770.8714,2186715.564,560.5079315,QuarterCore,1,105,0.0504
17DD0008,CU_CLIFF,40231679,909.88,911.47,113760.7916,2186713.892,499.3176656,QuarterCore,1,7,0.0081
17DD0008,CU_CLIFF,40231682,912.72,913.71,113760.379,2186713.829,496.8122071,QuarterCore,1,5,0.0061
17DD0008,CU_CLIFF,40231688,919.72,922.5,113759.1212,2186713.613,489.0210461,QuarterCore,1,6,0.0084
17DD0008,CU_CLIFF,40231693,928,930,113757.8652,2186713.401,481.2345309,QuarterCore,1,11,0.01
17DD0008,CU_CLIFF,40231708,952,953.82,113754.0816,2186712.815,457.633134,QuarterCore,1,17,0.0064
17DD0008,CU_CLIFF,40231723,973.47,975,113750.6685,2186712.413,436.5870104,QuarterCore,1,45,0.0456
17DD0008,CU_CLIFF,40231731,985,987,113748.8369,2186712.122,424.9690978,QuarterCore,1,12,0.013
17DD0008,CU_CLIFF,40231809,1113.5,1115,113729.9182,2186707.192,298.2235268,QuarterCore,1,12,0.0178
17DD0008,CU_CLIFF,40231813,1118,1119.55,113729.2766,2186706.948,293.7509314,QuarterCore,1,5,0.0071
17DD0008,CU_CLIFF,40231821,1128,1130,113727.8963,2186706.323,283.6390632,QuarterCore,1,7,0.0055
17DD0008,CU_CLIFF,40231823,1131.4,1132.5,113727.486,2186706.178,280.7214154,QuarterCore,1,101,0.1345
17DD0008,CU_CLIFF,40231839,1155,1157,113724.1081,2186705.041,256.937722,QuarterCore,1,15,0.0272
17DD0008,CU_CLIFF,40231842,1159,1161,113723.5464,2186704.815,252.9837936,QuarterCore,1,53,0.0852
17DD0008,CU_CLIFF,40231848,1168,1170,113722.6973,2186703.921,244.0740787,QuarterCore,1,32,0.0438
17DD0008,CU_CLIFF,40231851,1172,1174,113722.1894,2186703.631,240.1175625,QuarterCore,1,47,0.0485
17DD0008,CU_CLIFF,40231856,1181.5,1183,113720.8323,2186703.237,230.9768081,QuarterCore,1,55,0.0648
17DD0008,CU_CLIFF,40231858,1184.5,1186,113720.4013,2186703.087,228.0117266,QuarterCore,1,77,0.0768
17DD0008,CU_CLIFF,40231862,1189.6,1191.5,113719.6342,2186702.852,222.7729515,QuarterCore,1,37,0.0393
17DD0008,CU_CLIFF,40231882,1218,1219.5,113715.7519,2186701.225,194.8958412,QuarterCore,1,29,0.0723
17DD0008,CU_CLIFF,40231889,1228.5,1230,113714.1962,2186700.793,184.5207284,QuarterCore,1,58,0.1135
17DD0008,CU_CLIFF,40231891,1230,1232,113713.9352,2186700.716,182.7920222,QuarterCore,1,62,0.1075
17DD0008,CU_CLIFF,40231901,1247,1249,113711.4719,2186700.019,165.9859747,QuarterCore,1,47,0.114
17DD0008,CU_CLIFF,40231928,1286,1288,113705.6085,2186698.927,127.4462147,QuarterCore,1,31,0.0778
17DD0008,CU_CLIFF,40231939,1305.9,1307.74,113702.6382,2186698.36,107.8590756,QuarterCore,1,42,0.108
17DD0008,CU_CLIFF,40231953,1325.73,1327,113699.7662,2186697.794,88.53571624,QuarterCore,1,62,0.0346
17DD0008,CU_CLIFF,40231955,1329,1331,113699.2289,2186697.698,84.94192859,QuarterCore,1,979,0.0291
17DD0008,CU_CLIFF,40231956,1331,1333,113698.9337,2186697.64,82.96468419,QuarterCore,1,44,0.0228
17DD0008,CU_CLIFF,40231986,1378.5,1380,113691.8731,2186696.536,36.26005516,QuarterCore,1,72,0.288
17DD0008,CU_CLIFF,40231988,1381.5,1382.95,113691.4071,2186696.529,33.32193024,QuarterCore,1,32,0.1265
17DD0008,CU_CLIFF,40232003,1400,1401.5,113688.5393,2186696.227,15.02289704,QuarterCore,1,21,0.0711
